FA;NN;Nom;Prenom;Annee;Trimestre;BrutDMFA;NetReel;NetDeclare;EcartPct;ClasseAttendue
FA00731410;71081458656;Petit;Delphine;2025;2;4849.68;3191.45;2074.44;35.0;EcartAControler
FA00717692;60121851595;Marie;Inès;2025;2;5757.99;3702.97;3702.97;0.0;Conforme
FA00751642;98040548989;Vidal;Nicolas;2025;2;2010.66;1475.05;1475.05;0.0;Conforme
FA00758659;95000443978;Benoit;Sarah;2025;2;4888.61;3276.17;3276.17;0.0;Conforme
FA00727753;94091681365;Lambert;Vincent;2025;2;6646.79;3866.54;3866.54;0.0;Conforme
FA00748482;4110129658;Martin;Romain;2025;2;5169.12;3176.38;2064.65;35.0;EcartAControler
FA00713735;79112454484;Renaud;Nora;2025;2;5850.21;3721.40;3721.40;0.0;Conforme
FA00751529;92041860143;Renaud;Sébastien;2025;2;1907.30;1410.43;1410.43;0.0;Conforme
FA00711583;77051865173;Caron;Cédric;2025;2;4473.88;2992.12;2992.12;0.0;Conforme
FA00685542;86060157777;Laurent;Nora;2025;2;3932.86;2502.17;2502.17;0.0;Conforme
FA00735701;75052264910;Masson;Grégory;2025;2;7480.36;4555.65;4555.65;0.0;Conforme
FA00742742;2000220302;Laurent;Nora;2025;2;3108.53;2218.83;1442.24;35.0;EcartAControler
FA00748896;52550867;Vincent;Manon;2025;2;9392.70;5550.66;5550.66;0.0;Conforme
FA00758325;4062354584;Muller;Salima;2025;2;2856.59;1706.41;1706.41;0.0;Conforme
FA00726417;87030267150;Barbier;Antoine;2025;2;5452.80;3511.89;3511.89;0.0;Conforme
FA00733970;83101463381;Roy;Nicolas;2025;2;7148.16;4030.70;4030.70;0.0;Conforme
FA00702319;72030174183;Muller;Justine;2025;2;6033.67;3583.94;3583.94;0.0;Conforme
FA00749986;89071649768;Muller;Cédric;2025;2;711.12;523.74;523.74;0.0;Conforme
FA00716931;2102028532;Rey;Karim;2025;2;;6173.36;6173.36;0.0;DeclareSansBCSS
FA00701557;91042372242;Dufour;Damien;2025;2;5428.45;3249.02;3249.02;0.0;Conforme
FA00726632;94010481873;Roche;Chloé;2025;2;3720.25;2398.83;2398.83;0.0;Conforme
FA00769433;88122969774;Laurent;Aurélie;2025;2;7838.51;4750.11;4750.11;0.0;Conforme
FA00698824;61060166348;Lacroix;Benjamin;2025;2;1998.80;1456.67;1456.67;0.0;Conforme
FA00697137;204917;Bernard;Cédric;2025;2;11448.37;6316.15;4105.50;35.0;EcartAControler
FA00687570;91000270381;Fontaine;Mehdi;2025;2;1190.68;905.18;905.18;0.0;Conforme
FA00684972;95031676295;Guérin;Sarah;2025;2;;1182.27;1182.27;0.0;DeclareSansBCSS
FA00675145;82052569521;Dufour;Amélie;2025;2;6223.75;3646.41;3646.41;0.0;Conforme
FA00710613;97000280310;Rousseau;Inès;2025;2;423.33;324.37;324.37;0.0;Conforme
FA00759658;99012271730;Renaud;Inès;2025;2;984.19;675.02;675.02;0.0;Conforme
FA00753155;93021175113;Leclerc;Delphine;2025;2;3565.53;2290.74;2290.74;0.0;Conforme
FA00709523;1072930588;Roussel;Inès;2025;2;12067.09;6682.30;6682.30;0.0;Conforme
FA00638174;87050471062;Boyer;Youssef;2025;2;8353.51;4958.93;4958.93;0.0;Conforme
FA00740005;96110465359;Lucas;Sarah;2025;2;5991.29;3825.91;3825.91;0.0;Conforme
FA00634958;84100461037;Lemaire;Grégory;2025;2;686.08;492.64;492.64;0.0;Conforme
FA00742399;95092459168;Roger;Samira;2025;2;1786.39;1314.64;1314.64;0.0;Conforme
FA00737864;94072078952;Robin;Pierre;2025;2;851.50;654.16;654.16;0.0;Conforme
FA00724456;82041157371;Gauthier;Aurélie;2025;2;2806.80;1970.74;1970.74;0.0;Conforme
FA00709616;90120469790;Lucas;Sébastien;2025;2;8852.64;5250.11;5250.11;0.0;Conforme
FA00767112;02040943969;Leclerc;Nora;2025;2;7981.30;4855.13;4855.13;0.0;Conforme
FA00654650;00021521953;Meunier;Justine;2025;2;;2071.17;2071.17;0.0;DeclareSansBCSS
FA00675660;98052411990;Lucas;Marine;2025;2;6232.07;3644.89;3644.89;0.0;Conforme
FA00765066;01011012520;Bernard;Leïla;2025;2;3964.43;2677.08;1740.10;35.0;EcartAControler
FA00720506;97020578054;Roy;Salima;2025;2;196.87;150.54;150.54;0.0;Conforme
FA00727729;88121154389;Garnier;Fatima;2025;2;4788.53;3216.01;2090.41;35.0;EcartAControler
FA00669669;2070626365;Giraud;Justine;2025;2;2060.57;1529.27;1529.27;0.0;Conforme
FA00680363;87081646466;Gauthier;Élise;2025;2;6578.42;3806.35;3806.35;0.0;Conforme
FA00669058;85061917218;Perrin;Nadia;2025;2;1827.29;1212.37;1212.37;0.0;Conforme
FA00734873;2012030447;Garnier;Nadia;2025;2;6755.03;4229.49;2749.17;35.0;EcartAControler
FA00702902;82080466622;Lemaire;Sophie;2025;2;5589.19;3590.61;3590.61;0.0;Conforme
FA00737948;1010563152;Dufour;Delphine;2025;2;2860.50;2007.80;2007.80;0.0;Conforme
FA00756849;84042096137;Lacroix;Thomas;2025;2;831.54;635.26;635.26;0.0;Conforme
FA00725112;98072774369;Blanc;Sophie;2025;2;3708.52;2388.66;2388.66;0.0;Conforme
FA00757637;90042051626;Masson;Youssef;2025;2;3548.49;2279.85;2279.85;0.0;Conforme
FA00717571;85060302167;Leroy;Aïcha;2025;2;1081.58;807.45;807.45;0.0;Conforme
FA00733242;88090748651;Garnier;Olivier;2025;2;10969.22;6250.58;6250.58;0.0;Conforme
FA00745917;80082069949;Lacroix;Damien;2025;2;2298.62;1578.40;1578.40;0.0;Conforme
FA00738953;82071635761;Aubert;Grégory;2025;2;11140.38;6375.09;6375.09;0.0;Conforme
FA00718777;96020837161;Pierre;Pierre;2025;2;3103.64;2195.43;2195.43;0.0;Conforme
FA00726151;83011220719;Caron;Inès;2025;2;15926.03;8662.71;8662.71;0.0;Conforme
FA00597281;03040647646;Clément;Salima;2025;2;4271.99;2882.55;2882.55;0.0;Conforme
FA00728354;82052222301;Petit;Olivier;2025;2;498.94;382.46;382.46;0.0;Conforme
FA00746238;94061683027;Gaillard;Sophie;2025;2;3459.82;2404.88;2404.88;0.0;Conforme
FA00735115;87030966144;Bourgeois;Laura;2025;2;2008.29;1483.46;1483.46;0.0;Conforme
FA00743034;82120607794;Aubert;Hugo;2025;2;22468.54;12606.02;8193.91;35.0;EcartAControler
FA00714335;87031186670;Vincent;Maxime;2025;2;43586.19;23585.88;23585.88;0.0;Conforme
FA00754663;81052286121;Bernard;Maxime;2025;2;2403.22;1668.15;1668.15;0.0;Conforme
FA00719243;85042079629;Benoit;Marine;2025;2;972.91;729.72;729.72;0.0;Conforme
FA00697877;92011470736;Roussel;Sarah;2025;2;1899.86;1230.44;1230.44;0.0;Conforme
FA00708535;80071785771;Bernard;Sarah;2025;2;1225.77;916.69;595.85;35.0;EcartAControler
FA00669668;1032643520;Fabre;François;2025;2;3955.11;2676.35;2676.35;0.0;Conforme
FA00744446;02041983948;Morin;Maxime;2025;2;3755.19;2458.51;2458.51;0.0;Conforme
FA00730263;92030492337;Mercier;Louis;2025;2;3753.61;2565.06;2565.06;0.0;Conforme
FA00684464;21928858;Philippe;Élise;2025;2;6694.10;4150.89;4150.89;0.0;Conforme
FA00679893;86080494125;Brun;Aurélie;2025;2;4111.84;2791.90;2791.90;0.0;Conforme
FA00719957;98070790225;Perrin;Laura;2025;2;3777.83;2083.86;1354.51;35.0;EcartAControler
FA00760711;81030806955;Colin;Justine;2025;2;1117.17;846.28;846.28;0.0;Conforme
FA00771066;94102827853;Meunier;Antoine;2025;2;1975.50;1449.06;1449.06;0.0;Conforme
FA00749067;01032147335;Masson;Khalid;2025;2;4040.07;2733.09;2733.09;0.0;Conforme
FA00736757;82091028734;Chevalier;Karim;2025;2;1675.50;1230.89;1230.89;0.0;Conforme
FA00738863;93052877780;Aubert;Mehdi;2025;2;;1677.13;1677.13;0.0;DeclareSansBCSS
FA00736561;94062461304;Marie;Amélie;2025;2;1396.03;1002.11;1002.11;0.0;Conforme
FA00725336;80042886602;Brunet;Leïla;2025;2;7244.71;4089.82;4089.82;0.0;Conforme
FA00689503;87061181545;Brunet;Maxime;2025;2;8539.10;5125.30;3331.44;35.0;EcartAControler
FA00710445;85021555122;Blanchard;Rachid;2025;2;4654.83;3094.49;3094.49;0.0;Conforme
FA00687149;93112667491;Roy;François;2025;2;4380.23;2754.25;2754.25;0.0;Conforme
FA00744572;92110456563;Laurent;Damien;2025;2;1237.66;933.65;933.65;0.0;Conforme
FA00732214;87090520778;Boyer;Quentin;2025;2;745.96;572.47;572.47;0.0;Conforme
FA00771664;1082251991;Rey;Quentin;2025;2;5673.84;3625.71;3625.71;0.0;Conforme
FA00736791;03032294857;Renard;Julien;2025;2;294.27;228.22;228.22;0.0;Conforme
FA00689706;87050535992;Dufour;Valérie;2025;2;9854.46;5679.90;5679.90;0.0;Conforme
FA00732135;90091771846;Meyer;Hugo;2025;2;817.48;633.65;633.65;0.0;Conforme
FA00684875;04060587897;Garcia;Nora;2025;2;1180.08;800.05;800.05;0.0;Conforme
FA00759109;84061748634;Morin;Mathieu;2025;2;6061.01;3551.56;3551.56;0.0;Conforme
FA00745773;94091603963;Dufour;Maxime;2025;2;3621.93;2483.31;2483.31;0.0;Conforme
FA00720398;84082554540;Schmitt;Mehdi;2025;2;2588.82;1538.41;1538.41;0.0;Conforme
FA00761595;83010172030;Caron;Nassim;2025;2;5674.99;3684.50;3684.50;0.0;Conforme
FA00746944;86050979894;Rivière;Anissa;2025;2;;24527.88;24527.88;0.0;DeclareSansBCSS
FA00754395;93082068050;Perrin;Sébastien;2025;2;375.52;294.47;294.47;0.0;Conforme
FA00746022;79050170982;Rivière;Thomas;2025;2;2311.54;1662.27;1662.27;0.0;Conforme
FA00768431;00041328660;Giraud;Bilal;2025;2;6263.28;3929.83;3929.83;0.0;Conforme
FA00755727;03072508780;Bernard;Sébastien;2025;2;1068.11;731.66;475.58;35.0;EcartAControler
FA00753158;81090243211;Fabre;Olivier;2025;2;822.91;617.14;617.14;0.0;Conforme
FA00756627;89062430117;Blanchard;Ibrahim;2025;2;7993.13;4504.28;2927.79;35.0;EcartAControler
FA00763171;04030573525;Roger;Mehdi;2025;2;910.96;665.87;665.87;0.0;Conforme
FA00766768;80111788670;Roussel;Émilie;2025;2;5050.30;3315.33;3315.33;0.0;Conforme
FA00763773;99060552192;Meunier;Nassim;2025;2;769.13;549.51;549.51;0.0;Conforme
FA00686524;84041966671;Nguyen;Nicolas;2025;2;7678.65;4372.74;4372.74;0.0;Conforme
FA00710965;89111177070;Brunet;Anissa;2025;2;8881.94;5331.28;5331.28;0.0;Conforme
FA00710966;87081760886;Gautier;Adam;2025;2;1852.07;1375.26;1375.26;0.0;Conforme
FA00697199;84041427431;Lambert;Sébastien;2025;2;1947.33;1430.92;1430.92;0.0;Conforme
FA00751022;81012162070;Joly;Bilal;2025;2;2637.40;1813.23;1813.23;0.0;Conforme
FA00728695;2090954991;Arnaud;Karim;2025;2;5518.32;3532.90;3532.90;0.0;Conforme
FA00733197;110429876;François;Claire;2025;2;1478.39;1054.55;1054.55;0.0;Conforme
FA00736070;89040199202;Martin;Youssef;2025;2;6028.22;3807.51;2474.88;35.0;EcartAControler
FA00767582;82153881;Aubert;Pierre;2025;2;446.32;351.54;351.54;0.0;Conforme
FA00725525;81091899040;Nguyen;Marine;2025;2;7489.44;4157.78;4157.78;0.0;Conforme
FA00745302;91092779182;Gautier;Mathieu;2025;2;1398.37;1040.97;1040.97;0.0;Conforme
FA00748045;85071261484;Simon;Nadia;2025;2;4005.03;2715.62;1765.15;35.0;EcartAControler
FA00745005;90020569787;Gérard;Olivier;2025;2;9949.40;5662.78;5662.78;0.0;Conforme
FA00730650;84042679028;Masson;Thomas;2025;2;5913.62;3505.43;3505.43;0.0;Conforme
FA00768348;93042472452;Leroy;Sophie;2025;2;1839.49;1313.91;1313.91;0.0;Conforme
FA00702220;85101526573;Renard;Romain;2025;2;2098.80;1531.00;1531.00;0.0;Conforme
FA00752607;88040760987;Vidal;Romain;2025;2;3723.22;2539.90;2539.90;0.0;Conforme
FA00671606;99062192185;Rousseau;Fatima;2025;2;1367.78;983.38;983.38;0.0;Conforme
FA00677410;95032338865;Garcia;Thomas;2025;2;4809.86;3130.65;3130.65;0.0;Conforme
FA00734828;84121092442;Garnier;Yasmina;2025;2;136.24;104.60;104.60;0.0;Conforme
FA00734156;86022634912;Gautier;Fatima;2025;2;1234.90;861.02;861.02;0.0;Conforme
FA00731641;85091073339;Meunier;Marine;2025;2;;1994.91;1994.91;0.0;DeclareSansBCSS
FA00754630;84051760901;Philippe;Olivier;2025;2;5393.36;3290.27;3290.27;0.0;Conforme
FA00739616;1091252207;Fabre;Marine;2025;2;5698.87;3655.56;3655.56;0.0;Conforme
FA00706581;21855515;Roy;Mehdi;2025;2;4208.35;2825.82;2825.82;0.0;Conforme
FA00761387;86042622058;Blanc;Salima;2025;2;2124.62;1474.41;1474.41;0.0;Conforme
FA00753066;77122070706;Roger;Youssef;2025;2;6689.70;4158.44;4158.44;0.0;Conforme
FA00759634;82090659243;Garcia;Chloé;2025;2;2505.26;1804.97;1173.23;35.0;EcartAControler
FA00742426;88112880289;Payet;Nicolas;2025;2;699.85;531.43;531.43;0.0;Conforme
FA00633220;03040723959;Blanchard;Élise;2025;2;1037.68;791.83;791.83;0.0;Conforme
FA00739345;83041116614;Michel;Grégory;2025;2;6106.87;3887.11;3887.11;0.0;Conforme
FA00719431;94052040633;Mercier;Damien;2025;2;2395.48;1648.76;1648.76;0.0;Conforme
FA00713623;92110611763;Muller;Marine;2025;2;350.72;282.05;282.05;0.0;Conforme
FA00741092;62652923;Gauthier;Bilal;2025;2;5376.96;3198.51;3198.51;0.0;Conforme
FA00744099;86110334887;Barbier;Mathieu;2025;2;926.27;708.73;708.73;0.0;Conforme
FA00734769;98020833740;Blanchard;Fatima;2025;2;;2750.04;2750.04;0.0;DeclareSansBCSS
FA00764715;00012667734;Michel;Camille;2025;2;723.00;549.49;549.49;0.0;Conforme
FA00774179;89010796324;Gautier;Mehdi;2025;2;4434.41;2941.33;2941.33;0.0;Conforme
FA00761475;87081323297;Lacroix;Élise;2025;2;7871.14;4716.52;4716.52;0.0;Conforme
FA00764295;94121180154;Clément;Thomas;2025;2;3032.49;2021.19;2021.19;0.0;Conforme
FA00759312;95010729740;Rivière;Sébastien;2025;2;9438.66;5486.70;5486.70;0.0;Conforme
FA00673580;93111912475;Joly;Cédric;2025;2;2166.38;1395.68;1395.68;0.0;Conforme
FA00747473;92062398112;Lambert;Anissa;2025;2;4063.50;2731.42;2731.42;0.0;Conforme
FA00725102;82122562246;Giraud;Nicolas;2025;2;930.47;670.31;670.31;0.0;Conforme
FA00747426;88022750562;Lacroix;Aïcha;2025;2;12419.92;6973.39;6973.39;0.0;Conforme
FA00736748;03021179647;Fontaine;Thomas;2025;2;1475.32;1086.65;1086.65;0.0;Conforme
FA00715368;94070674729;Lucas;Marine;2025;2;5708.09;3375.16;3375.16;0.0;Conforme
FA00689242;95050121836;Arnaud;Youssef;2025;2;235.83;187.87;122.11;35.0;EcartAControler
FA00688755;83040815914;Leclerc;Mathieu;2025;2;9508.52;5561.67;5561.67;0.0;Conforme
FA00749309;82021498243;Rivière;Salima;2025;2;7611.11;4669.43;4669.43;0.0;Conforme
FA00735345;99051357978;Caron;Olivier;2025;2;2834.54;1899.00;1899.00;0.0;Conforme
FA00700170;82021885946;Lefebvre;Cédric;2025;2;487.15;353.59;353.59;0.0;Conforme
FA00589424;92090649262;Martin;Marine;2025;2;972.45;734.57;734.57;0.0;Conforme
FA00740845;80122747987;Lefebvre;Manon;2025;2;5043.63;3263.32;3263.32;0.0;Conforme
FA00731792;83030944084;Fontaine;Bilal;2025;2;4537.82;3057.38;3057.38;0.0;Conforme
FA00721744;81062401736;Robin;Bilal;2025;2;5723.10;3413.99;3413.99;0.0;Conforme
FA00756219;97121173883;Dufour;Laura;2025;2;2196.12;1582.25;1582.25;0.0;Conforme
FA00352130;86092818667;Nguyen;Aurélie;2025;2;3250.71;2246.46;2246.46;0.0;Conforme
FA00651426;113064318;Blanchard;Aïcha;2025;2;2587.90;1851.41;1203.42;35.0;EcartAControler
FA00733945;85011951528;Giraud;Grégory;2025;2;1808.20;1290.73;1290.73;0.0;Conforme
FA00738007;95012545422;Aubert;Youssef;2025;2;11526.86;6486.61;6486.61;0.0;Conforme
FA00765677;87011164682;Bernard;Yasmina;2025;2;1327.12;998.05;998.05;0.0;Conforme
FA00759333;97030264493;Garnier;Claire;2025;2;;2808.22;2808.22;0.0;DeclareSansBCSS
FA00681474;01062408365;Blanc;Émilie;2025;2;2744.38;1841.06;1841.06;0.0;Conforme
FA00759103;3062452850;Barbier;Vincent;2025;2;4611.55;3084.89;3084.89;0.0;Conforme
FA00708940;90030912066;Benoit;Céline;2025;2;7513.35;4561.23;4561.23;0.0;Conforme
FA00734650;99012804834;Henry;Maxime;2025;2;2992.05;2092.13;1359.88;35.0;EcartAControler
FA00690180;92082875109;Caron;Nora;2025;2;1268.93;968.19;968.19;0.0;Conforme
FA00755530;02041947227;Renaud;Mehdi;2025;2;3100.43;2187.52;1421.89;35.0;EcartAControler
FA00735979;99091583977;Renard;Émilie;2025;2;2420.16;1501.10;1501.10;0.0;Conforme
FA00705078;86062334933;Brunet;Romain;2025;2;6803.69;4259.72;4259.72;0.0;Conforme
FA00705077;88091817532;Clément;Céline;2025;2;;1245.80;1245.80;0.0;DeclareSansBCSS
FA00754396;83122488825;Meyer;Marine;2025;2;1989.86;1379.24;1379.24;0.0;Conforme
FA00751137;83041643976;Denis;Manon;2025;2;;1583.30;1583.30;0.0;DeclareSansBCSS
FA00724496;82032461520;Gaillard;Marine;2025;2;6701.10;4189.27;4189.27;0.0;Conforme
FA00764160;95052372632;Gautier;Valérie;2025;2;4993.21;3019.28;3019.28;0.0;Conforme
FA00765766;02010951668;Roussel;Karim;2025;2;2599.87;1849.15;1849.15;0.0;Conforme
FA00732490;91022848320;Mercier;François;2025;2;1227.88;931.03;931.03;0.0;Conforme
FA00749420;90090367029;Morin;Valérie;2025;2;2092.68;1531.92;1531.92;0.0;Conforme
FA00734489;86112709112;Denis;Mehdi;2025;2;519.68;405.63;405.63;0.0;Conforme
FA00689213;81092650690;Mercier;Nassim;2025;2;588.65;443.40;443.40;0.0;Conforme
FA00620096;89080137763;Garcia;Adam;2025;2;2562.53;1829.43;1829.43;0.0;Conforme
FA00722034;98051274617;Moreau;Céline;2025;2;1024.63;699.30;699.30;0.0;Conforme
FA00665475;95051281282;Moreau;Grégory;2025;2;1734.24;1155.28;1155.28;0.0;Conforme
FA00757544;75022456909;Legrand;Nadia;2025;2;2693.61;1925.67;1925.67;0.0;Conforme
FA00758034;00032299445;Fontaine;Pierre;2025;2;10100.06;5534.03;5534.03;0.0;Conforme
FA00727674;72090961511;Picard;Quentin;2025;2;4079.38;2708.55;2708.55;0.0;Conforme
FA00749785;91011691340;Morin;Salima;2025;2;14360.17;7921.75;7921.75;0.0;Conforme
FA00710970;87051280617;Dumont;Leïla;2025;2;4492.50;2959.76;2959.76;0.0;Conforme
FA00671893;88092669251;Morin;Charlotte;2025;2;2760.02;1896.39;1232.66;35.0;EcartAControler
FA00751495;98000325762;Legrand;Vincent;2025;2;2827.00;1980.77;1980.77;0.0;Conforme
FA00707965;1020748350;Durand;Laura;2025;2;666.01;507.56;507.56;0.0;Conforme
FA00707964;3071048337;Gauthier;Grégory;2025;2;716.82;529.75;529.75;0.0;Conforme
FA00717879;94022177105;Perrin;Antoine;2025;2;3793.17;2159.82;2159.82;0.0;Conforme
FA00677006;96020563581;Brun;Charlotte;2025;2;1422.39;1044.43;1044.43;0.0;Conforme
FA00765994;84092234447;Rousseau;Anissa;2025;2;7039.60;4358.39;4358.39;0.0;Conforme
FA00725922;96102062684;Dumont;Vincent;2025;2;8850.19;5245.40;5245.40;0.0;Conforme
FA00752456;91041694826;Durand;Damien;2025;2;3517.61;2310.84;2310.84;0.0;Conforme
FA00749621;04012248344;Mercier;Mehdi;2025;2;3116.18;2201.00;2201.00;0.0;Conforme
FA00748736;95030478841;Leroy;Benjamin;2025;2;4224.94;2659.66;1728.78;35.0;EcartAControler
FA00687166;01042466353;Arnaud;Anissa;2025;2;10859.66;6100.29;6100.29;0.0;Conforme
FA00665744;80092808146;Garnier;Valérie;2025;2;912.42;675.76;675.76;0.0;Conforme
FA00642460;83081819594;Lacroix;Justine;2025;2;1413.19;1026.51;1026.51;0.0;Conforme
FA00705647;95042686884;Blanchard;Mathieu;2025;2;1310.45;903.74;903.74;0.0;Conforme
FA00748869;99011389426;Brunet;Anissa;2025;2;937.34;701.45;701.45;0.0;Conforme
FA00750026;87111225330;Garcia;Aïcha;2025;2;4781.17;3196.54;3196.54;0.0;Conforme
FA00651567;97022402941;Lambert;Aïcha;2025;2;4672.32;3071.68;3071.68;0.0;Conforme
FA00724940;80080618018;Clément;Camille;2025;2;4522.45;3014.77;3014.77;0.0;Conforme
FA00730596;4012647430;Meunier;Amélie;2025;2;1.55;1.23;1.23;0.0;Conforme
FA00744159;89060582563;Simon;Laura;2025;2;7338.02;4535.91;4535.91;0.0;Conforme
FA00764280;82112892831;Roy;Hugo;2025;2;877.99;627.64;627.64;0.0;Conforme
FA00683379;00011511949;Guérin;Aïcha;2025;2;11589.75;6486.98;6486.98;0.0;Conforme
FA00661101;04040109516;Dufour;Thomas;2025;2;6041.27;3868.69;3868.69;0.0;Conforme
FA00761039;92081963012;Roussel;Aïcha;2025;2;4114.66;2671.36;2671.36;0.0;Conforme
FA00711914;77020156665;Marie;Benjamin;2025;2;2175.78;1507.81;1507.81;0.0;Conforme
FA00707447;95040107476;Guérin;Mehdi;2025;2;6810.63;4209.24;4209.24;0.0;Conforme
FA00719186;82042563475;Rey;Aïcha;2025;2;802.79;611.90;611.90;0.0;Conforme
FA00718367;95070243101;Durand;Justine;2025;2;3297.84;1891.45;1891.45;0.0;Conforme
FA00702109;86092126405;Blanc;Mehdi;2025;2;5321.54;3456.19;3456.19;0.0;Conforme
FA00767025;00040748145;Fabre;Quentin;2025;2;11733.64;6461.46;6461.46;0.0;Conforme
FA00724860;83010890820;Martin;Adam;2025;2;8504.26;5139.26;3340.52;35.0;EcartAControler
FA00761156;80112140642;Aubert;Salima;2025;2;3560.67;2424.80;2424.80;0.0;Conforme
FA00746089;84080925831;Simon;Camille;2025;2;2689.88;1943.00;1943.00;0.0;Conforme
FA00718060;2000036002;Legrand;Inès;2025;2;693.18;509.23;509.23;0.0;Conforme
FA00730068;98042108315;Aubert;Élise;2025;2;4264.52;2922.98;2922.98;0.0;Conforme
FA00723353;83120261090;Marie;Rachid;2025;2;1576.67;1053.81;1053.81;0.0;Conforme
FA00763587;81102894286;Olivier;Sophie;2025;2;2171.39;1500.98;1500.98;0.0;Conforme
FA00763697;83071094958;Meyer;Salima;2025;2;4392.64;2912.13;2912.13;0.0;Conforme
FA00652523;04020792658;Fabre;Louis;2025;2;2678.61;1799.24;1799.24;0.0;Conforme
FA00715148;92051428006;Brunet;Justine;2025;2;;4033.91;4033.91;0.0;DeclareSansBCSS
FA00744860;89062972426;Olivier;Nicolas;2025;2;5042.68;3323.43;3323.43;0.0;Conforme
FA00693027;85051490213;Denis;Romain;2025;2;1602.23;1160.29;1160.29;0.0;Conforme
FA00696218;83070666178;Masson;Pauline;2025;2;3075.32;2162.63;2162.63;0.0;Conforme
FA00730592;74011572102;Barbier;Nora;2025;2;2.85;2.26;2.26;0.0;Conforme
FA00684233;71092769252;Lambert;Inès;2025;2;4156.15;2806.45;2806.45;0.0;Conforme
FA00647031;87022677394;Roger;Grégory;2025;2;7297.78;4554.74;4554.74;0.0;Conforme
FA00734486;83111248406;Gérard;Manon;2025;2;2198.40;1580.09;1580.09;0.0;Conforme
FA00684409;02022813085;Blanchard;Bilal;2025;2;3822.80;2146.79;1395.41;35.0;EcartAControler
FA00740773;92042656236;Caron;Élise;2025;2;1352.12;900.70;900.70;0.0;Conforme
FA00759776;90092773916;Dumas;Mehdi;2025;2;3165.35;2092.18;2092.18;0.0;Conforme
FA00761467;98012588542;Lemaire;Rachid;2025;2;1193.14;905.10;905.10;0.0;Conforme
FA00763121;02021748164;Colin;Sophie;2025;2;5627.89;3602.22;3602.22;0.0;Conforme
FA00746104;96042168055;Gaillard;Samira;2025;2;899.92;655.54;655.54;0.0;Conforme
FA00688617;88060416949;Marchand;Manon;2025;2;12469.18;6992.36;6992.36;0.0;Conforme
FA00758935;03032445901;Clément;Pierre;2025;2;6488.76;4075.09;4075.09;0.0;Conforme
FA00754064;82052738973;Lacroix;Nora;2025;2;2080.04;1461.71;1461.71;0.0;Conforme
FA00763755;80120532231;Moreau;Mehdi;2025;2;7898.12;4797.05;4797.05;0.0;Conforme
FA00701531;90041996988;Boyer;Maxime;2025;2;3958.81;2498.79;2498.79;0.0;Conforme
FA00746964;04061734081;Olivier;Céline;2025;2;1080.06;743.36;743.36;0.0;Conforme
FA00679999;95050862303;Henry;Vincent;2025;2;;419.30;419.30;0.0;DeclareSansBCSS
FA00723437;92012222287;Roy;Sophie;2025;2;3765.74;2413.29;1568.64;35.0;EcartAControler
FA00646297;99060531111;Roussel;Amélie;2025;2;1219.92;854.19;854.19;0.0;Conforme
FA00715277;93050200679;Blanc;Maxime;2025;2;3313.91;2311.93;2311.93;0.0;Conforme
FA00765520;93010874109;Caron;Mathieu;2025;2;2533.12;1794.92;1794.92;0.0;Conforme
FA00718243;99061409752;Mercier;Julien;2025;2;1757.12;1269.47;1269.47;0.0;Conforme
FA00741714;88102551967;Moreau;Laura;2025;2;5529.04;3306.48;3306.48;0.0;Conforme
FA00722881;01031183075;Bourgeois;Sophie;2025;2;6102.37;3638.28;3638.28;0.0;Conforme
FA00752484;93090958891;Boyer;Anissa;2025;2;1785.10;1324.98;1324.98;0.0;Conforme
FA00771799;80042467819;Picard;Yasmina;2025;2;2873.98;1997.21;1997.21;0.0;Conforme
FA00682714;80031158312;Garnier;Valérie;2025;2;4277.40;2872.41;2872.41;0.0;Conforme
FA00741650;92120280782;Gauthier;Damien;2025;2;9300.19;5210.51;5210.51;0.0;Conforme
FA00572022;83050339136;Dufour;Fatima;2025;2;33340.78;18793.47;18793.47;0.0;Conforme
FA00705059;89071129730;Fabre;Élise;2025;2;1994.40;1460.30;1460.30;0.0;Conforme
FA00744788;90051389954;Joly;Samira;2025;2;6168.37;3931.11;3931.11;0.0;Conforme
FA00756652;83101258790;Olivier;Cédric;2025;2;2053.28;1508.74;1508.74;0.0;Conforme
FA00732157;91111480980;Simon;Louis;2025;2;2008.89;1456.06;1456.06;0.0;Conforme
FA00723093;80102420351;Gautier;Justine;2025;2;3057.71;2043.64;2043.64;0.0;Conforme
FA00652061;84071661539;Picard;Marine;2025;2;2778.88;1962.34;1962.34;0.0;Conforme
FA00735836;80090704731;Moreau;Samira;2025;2;10644.14;6037.44;6037.44;0.0;Conforme
FA00736276;02050378408;Bourgeois;Julien;2025;2;1617.84;1051.01;1051.01;0.0;Conforme
FA00691836;91031617318;Duval;Thomas;2025;2;4033.61;2703.71;2703.71;0.0;Conforme
FA00737243;94010189091;Garnier;Fatima;2025;2;3500.87;2460.24;2460.24;0.0;Conforme
FA00732321;81042858117;Philippe;Chloé;2025;2;1058.71;792.19;514.92;35.0;EcartAControler
FA00697712;88081207910;Renard;Nadia;2025;2;5356.13;3481.81;3481.81;0.0;Conforme
FA00744056;31457921;Legrand;Aïcha;2025;2;8020.28;4868.29;4868.29;0.0;Conforme
FA00737297;98062526815;Leroy;Louis;2025;2;678.04;489.75;318.34;35.0;EcartAControler
